country,city,publishedAtDate,stars,text,language,store,service,product,return,brand,price,online,general
France,Coquelles,2/5/2022,5,Prima geslaagd. Een mooie jas en een fijne broek. Helaas van de kostuums mijn maat niet voorradig. Ik ben vriendelijk geholpen. Helaas voor mij sprak de medewerker geen Engels.,nl,,Positive,Positive,,,,,
France,Coquelles,1/5/2022,5,"Très bien
Je retournerai",fr,,,,,,,,Positive
France,Coquelles,7/4/2022,5,Personnels aux petits soins sans chercher à vous vendre absolument quelques choses.,fr,,Positive,,,,,,
France,Coquelles,6/4/2022,5,"Superbe boutique ! Bien rangé !
Pas mal de choix qui peut satisfaire un large panel de personnes.
Personnel très sympas.
Les articles sont de qualités, nous avions eu le coup de coeur avec mon papa pour un ensemble (pantalon + veste ""jogging"") a des prix plutôt satisfaisants pour la marque. (125€ la veste et 90€ le pantalon).
Malheureusement la taille XXL ne taille pas assez grande ou peut être est-ce dû à la coupe ? Rien de grave !",fr,Positive,Positive,Positive,,,Positive,,
France,Coquelles,2/4/2022,5,Le personnel très à l'écoute et de très bons conseils je recommande a 100%,fr,,Positive,,,,,,
France,Coquelles,17-03-2022,4,"Très beau magasin
Mais  les VENDEURS PAS  TROP à s'occuper du client car en grande conversation avec certainement des potes nous avons quand même dépenser 800 euros costume chaussures chemise ceinture !!!!!!!!!!!!!!!",fr,Positive,Negative,,,,,,
France,Coquelles,13-03-2022,3,Beaucoup trop cher pour un outlet,fr,,,,,,Negative,,
France,Coquelles,27-02-2022,5,"Suite à notre visite de ce jour, nous souhaitons remercier Pierre pour son accueil et son professionnalisme.
Très sensible à ces 2 points, nous avons ce jour été conquis et avons de ce fait réaliser nos achats dans ce magasin.
Nous avons eu l'occasion de faire plusieurs magasins de marques différentes ainsi que différents Boss outlet ou non dans lesquels nous avons rebroussé chemin assez rapidement.
Professionnels du commerce, nous savons qu'il est assez rare que le travail bien fait soit souligné ainsi nous nous permettont de souligner ce point très important.",fr,Positive,Positive,,,,,,
France,Coquelles,21-02-2022,5,Plein de jolie chose...prix acceptable,fr,,,Positive,,,Positive,,
France,Coquelles,17-02-2022,5,"Journée Coup de Cœur avec un très bon accueil chez Hugo Boss outlet à Coquelles, des conseils très professionnels et des prix super intéressants ... avec la qualité Boss évidemment.",fr,,Positive,Positive,,,Positive,,
France,Coquelles,13-02-2022,5,Je surkiff,fr,,,,,,,,
France,Coquelles,13-02-2022,1,"Accueil désagréable, pas de bonjour regard de travers. Quel dommage nous cherchions un beau costume pour un mariage.",fr,,Negative,Positive,,,,,
France,Coquelles,2/2/2022,5,Du choix et de la qualité à des tarifs intéressants,fr,,,Positive,,,Positive,,
France,Coquelles,1/2/2022,1,"D'écouter j'ai acheté un polo c vous il a déjà un défaut ,au prix que j'ai payé je suis dégouté",fr,,,Negative,,,Negative,,
France,Coquelles,19-01-2022,5,"Très bien accueilli par la vendeuse, désolé je ne connais pas son prénom.
Se détache de son travail pour venir conseiller les clients.
Conseils qui sont d'ailleurs d'une excellente qualité.
Ne force pas à l'achat comme dans d'autres enseignes.
A la caisse le responsable a indiqué à un autre vendeur de m'encaisser afin d'éviter l'attente.
Je tiens à souligner la compétence, le dévouement de cette dame qui a su me guider dans mes achats.
Pour un premier achat dans ce magasin je suis très satisfait, je reviendrai.",fr,,Positive,,,,,,
France,Coquelles,14-01-2022,4,"Très bien conseillé par Julie qui a su trouver la tenue idéal pour le mariage de notre fils. Encore un grand merci à vous Julie. Mon mari est ainsi habillé et chaussé, près pour la cérémonie. Magnifique qualité en plus. Vous pouvez vraiment lui faire confiance et non elle ne vend pas forcément le plus cher mais surtout le plus adapté à votre morphologie",fr,,Positive,Positive,,,Neutral,,
France,Coquelles,13-01-2022,5,"Vendeuse très très sympa!!
Désolé de ne rien avoir acheté malgré votre gentillesse et dévouement.
Nous reviendrons.
Clients du Valenciennois du 3 janvier qui cherchaient un chariot pour les enfants...",fr,,Positive,,,,,,
France,Coquelles,10/1/2022,5,Vendeuse très professionnelle et aimable.,fr,,Positive,,,,,,
France,Coquelles,10/1/2022,5,Belle mode et nouvelle  game plus abordable,fr,,,Positive,,,Positive,,
France,Coquelles,28-12-2021,1,"Je revoie mon avis suite à l'attitudes du responsable non commercial et hautain. Grand habitué de la marque, je déconseille vivement ce magasin qui entache sérieusement la marque",fr,Negative,Negative,,,Neutral,,,
France,Coquelles,24-12-2021,5,Très bonne qualité et vendeur au top,fr,,Positive,Positive,,,,,
France,Coquelles,20-12-2021,3,"Je suis venu plusieurs fois dans ce magasin que j'apprécie énormément, en revanche il y a toujours une chose qui me donne de moins en moins envie de venir chez eux.
Malheureusement, j'ai toujours à faire au seul vendeur de la boutique et comment vous dire... pas accueillant ni aimable. Je demande des renseignements concernant un produit et au lieu de me renseigner il continue à faire son rangement me parlant le dos tourné et se balade également dans la boutique...

Un autre jour, au moment de l'encaissement il était appuyé sur le comptoir entrain de discuter avec sa collègue alors qu'il me voyait attendre à la caisse. C'est sa responsable qui est venue m'encaisser tout en s'excusant de l'attente alors que j'étais le seul dans la boutique ^^

Il faut vraiment que certains revoient leurs métiers...
Heureusement que les conseillères sont là pour relever le niveau.",fr,,Neutral,,,,,,
France,Coquelles,18-12-2021,5,Trés beau magasin. Le personnel est très serviable et à l' écoute.,fr,Positive,Positive,,,,,,
France,Coquelles,17-12-2021,1,Cher,en,,,,,,Negative,,
France,Coquelles,25-11-2021,5,"Excellente boutique ! Une mention très spéciale à Kévin pour son écoute, ses parfaits conseils et sa patience. C'est officiel, Kévin est désormais notre personal shopper !",fr,Positive,Positive,,,,,,
France,Coquelles,15-11-2021,5,"J'adore cette boutique très propre est bien rangé,  on y trouve pas mal d'articles",fr,Positive,,Positive,,,,,
France,Coquelles,8/11/2021,5,Très bien reçu.,fr,,Positive,,,,,,
France,Coquelles,24-10-2021,5,"Si vous voulez être conseillé et accompagné dans vos achats..alors vous êtes dans la bonne boutique.
Le personnel est professionnel...patient..souriant..
Je cherche un point faible..
Je cherche..je cherche car il doit y en avoir ..
Je n'en trouve pas",fr,,Positive,,,,,,Positive
France,Coquelles,22-10-2021,4,"bien, on y trouve son bonheur",fr,,,,,,,,Positive
France,Coquelles,5/10/2021,5,Jolie boutique ....,fr,Positive,,,,,,,
France,Coquelles,29-09-2021,5,"Personnel très sympa
Magasin très bien ranger",fr,Positive,Positive,,,,,,
France,Coquelles,22-09-2021,4,"Toujours un peu cher, mais beaux produits et bonne qualité",fr,,,Positive,,,Negative,,
France,Coquelles,29-08-2021,4,Trouvez mon costume chaussures ceinture malheureusement pas de chemise ecru dans le magasin par contre pas eu de housse de protection ? Est-ce normal??,fr,,,Negative,,,,,
France,Coquelles,11/8/2021,4,Top,en,,,,,,,,Positive
France,Coquelles,7/8/2021,3,Prix correct,ca,,,,,,Positive,,
France,Coquelles,15-07-2021,5,"Je suis cliente dans cette boutique depuis de nombreuses années.
Ce matin, j'ai été accueilli par une adorable et compétente vendeuse, échange très sympathique pour mon achat.
Un réel plaisir dans cette très belle enseigne.
Elle mérite vraiment d'exercer pour de grandes marques.",fr,,Positive,,,Positive,,,
France,Coquelles,23-06-2021,5,"un lieu qu'on connait depuis des années, ça faisait un petit moment que nous n'étions pas venu, le nouvel agencement on adore,
et gros coup de coeur pour l'accueil une conseillère qui vous explique les promos et qui propose sont aide, sans en faire trop bravo on se sent chouchouter :)",fr,Positive,Positive,,,,,,
France,Coquelles,3/6/2021,5,Super vendeuse très gentille avenante et agréable. Ca fait plaisir parce que c'est rare.,fr,,Positive,,,,,,
France,Coquelles,5/2/2021,4,"Magasin propre , bon accueil",en,Positive,Positive,,,,,,
France,Coquelles,15-01-2021,5,"Magasin très bien entretenu avec un accueil et un service excellent !
Ne pousse pas du tout à la conso et donne de très bons conseils .. J ai retourné un pull et j avais oublié le ticket...ils se sont cassés la tête pour le retrouver dans leur ordi ..pas comme ça partout  ..!!",fr,Positive,Positive,,,,,,
France,Coquelles,5/1/2021,5,personnel accueillant et très patient.,fr,,Positive,,,,,,
France,Coquelles,5/11/2020,1,"Produit de qualité médiocre. Acheté en juillet et rangé dans la housse et dans un dressing fermé, j'ai ressorti le costume 3 pièces il y a 2 semaines pour l'événement pour lequel je l'avais acheté. La veste est complètement dévorée par les larves de mites. Problème lors du stockage des produits et larves dans le vêtements?",fr,,,Negative,,,,,
France,Coquelles,24-08-2020,5,"Très bon accueil de la vendeuse, très compétente et de très bon avis et choix.",fr,,Positive,,,,,,
France,Coquelles,21-08-2020,5,"Vendeur présent et fort de proposition, nous avons ainsi trouvé de quoi nous satisfaire.",fr,,Positive,Positive,,,,,
France,Coquelles,13-08-2020,5,"La jeune dame blonde (Judy je crois) est au top! Super accueil, conseil et service pour un jeune fiancé de 18 ans",fr,,Positive,,,,,,
France,Coquelles,13-08-2020,5,Personnel charmant,it,,Positive,,,,,,
France,Coquelles,4/8/2020,4,Très beau magasin. Personnel agréable.,fr,Positive,Positive,,,,,,
France,Coquelles,30-07-2020,4,"Une attente un peu longue avant de pouvoir entrer ensuite un bon accueil et prise en charge par une charmante vendeuse

De bonnes affaires",fr,,Positive,,,,Positive,,
France,Coquelles,20-07-2020,5,Accueil super personnel dynamique bienveillant  petit plus pour la responsable et Julie .,fr,,Positive,,,,,,
France,Coquelles,11/3/2020,5,Bonne zone,nl,,,,,,,,Positive
France,Coquelles,24-02-2020,5,tombé sur une vendeuse sympa  a recommander,fr,,Positive,,,,,,
France,Coquelles,8/2/2020,3,Trop cher. Dommage,en,,,,,,Negative,,
France,Coquelles,4/2/2020,5,boutique très sympathique avec un personnel efficace je retiendrai tout particulièrement  JULIE d une gentillesse et d une bienveillance. un conseil laisser vous guider par JULIE,fr,,Positive,,,,,,
France,Coquelles,28-01-2020,5,"Nous sommes venus achetés un costard. Vendeur très sympa qui vous conseille très bien.
Ils prennent l'Amex ainsi que possibilité de facture entreprise.
Magasin outlet donc prix très correct, je recommande.",fr,,Positive,Positive,,,Positive,,
France,Coquelles,25-01-2020,4,Bien pas cher,en,,,,,,Positive,,
France,Coquelles,17-01-2020,5,Très bon acceuil,fr,,Positive,,,,,,
France,Coquelles,16-01-2020,5,Vendeur tres sympa,fr,,Positive,,,,,,
France,Coquelles,7/1/2020,4,Très grande marque à prix compétitive !!,fr,,,,,Positive,Positive,,
France,Coquelles,1/1/2020,5,Tres classe à l image de la marque,fr,,,,,Positive,,,
France,Coquelles,29-12-2019,5,Boutique boss avec un choix large d articles de qualité à prix discount. Le bon plan par excellence 😉,fr,Positive,,Positive,,,Positive,,
France,Coquelles,7/12/2019,5,Super vendeur..,af,,Positive,,,,,,
France,Coquelles,5/11/2019,5,"Grande boutique avec des prix beaucoup plus abordable qu'ailleurs
Personnel à l'écoute",fr,Positive,Positive,,,,Positive,,
France,Coquelles,4/10/2019,5,"Du choix des prix attractifs et du personnel sympa
Je recommande",fr,,Positive,,,,Positive,,
France,Coquelles,29-09-2019,5,Excellente gamme de produits,fr,,,Positive,,,,,
France,Coquelles,11/9/2019,5,La promotion pour 3 chemises achetés en plus du outlet est vraiment une très bonne affaire,fr,,,,,,Positive,,
France,Coquelles,20-08-2019,5,"Très belle boutique, des gens passionnés par leur travails qui ne manquent pas de vous apporter de precieux conseils dans vos choix et ce , toujours avec le sourire .",fr,Positive,Positive,,,,,,
France,Coquelles,14-08-2019,5,"Large choix de vêtements a prix cassés (du fait qu'ils correspondent aux collections précédentes).
Donc attention aux articles vus sur internet, ils ne s'y trouvent pas forcément.",fr,,,Positive,,,Positive,,
France,Coquelles,9/8/2019,5,"Très beau magasin, service client parfait. Nous avons trouvé notre bonheur et avons vraiment bien été conseillé par un professionnel qui connait parfaitement son travail. Aucune hésitation à avoir.",fr,Positive,Positive,,,,,,
France,Coquelles,7/8/2019,5,La classe,it,,,,,,,,Positive
France,Coquelles,31-07-2019,3,"Très belle boutique, un vendeur brun, à lunettes très souriant, à l'écoute qui prend le temps pour vous trouvez le produit idéal, patient, méticuleux, le seul bémol, et qui fait que je mette 3 étoiles,et le caissier qui fait passer quelqu'un d'autre avant vous qui attendez depuis plusieurs minutes car soucis lecteur carte bleue (cela arrive pas de souci),sans aucune explication.",fr,Positive,Neutral,,,,,,
France,Coquelles,26-07-2019,4,Prix intéressants pendant les soldes. Je n'ai pas trouvé mon bonheur mais je n'hésiterai pas à repasser de temps en temps dans l'espoir de faire une bonne affaire.,fr,,,,,,Positive,,
France,Coquelles,20-07-2019,5,"Alors, je vous conseille de faire un détour chez BOSS Ourlet au cité d'Europe à Calais, c'est vraiment super 👍👍👍",fr,,,,,,,,Positive
France,Coquelles,19-07-2019,2,"Chère pour de l’ancienne collection.

Personnels agréable",fr,,Positive,,,,Negative,,
France,Coquelles,15-06-2019,5,Personnel a l écoute et très pro,fr,,Positive,,,,,,
France,Coquelles,12/6/2019,2,Acheté une ceinture à 70 euro. On m a enlevé l étiquette hugo boss donc je vais offrir une ceinture sans étiquette comme c était une ceinture d occasion. Et je demande une boîte cadeau et ben non plus. Heureusement c est pour mon mari je vais lui expliquer pourquoi il n y pas d étiquette. Mais le personnel est très bien.,fr,,Positive,Negative,,,,,
France,Coquelles,2/6/2019,5,Magasin de qualité avec des vendeurs qui conseilles bien,fr,Positive,Positive,,,,,,
France,Coquelles,30-05-2019,5,"Très bien accueilli, très bien renseigné, visite parfaite. Magasin propre et bien rangé",fr,Positive,Positive,,,,,,
France,Coquelles,24-05-2019,5,Personnel. Hyper. Gentil. Et. Compétent,fr,,Positive,,,,,,
France,Coquelles,14-05-2019,3,On trouve beaucoup d'offres à des prix intéressants,fr,,,,,,Positive,,
France,Coquelles,27-04-2019,5,Vendeur dispo et efficace ! La boutique est au top Les collections à des prix super doux !  Je recommande pour les articles  et les tarifs attractifs !,fr,,Positive,Positive,,,Positive,,
France,Coquelles,20-03-2019,5,"Super bien, les gens sont charmants",fr,,Positive,,,,,,
France,Coquelles,8/3/2019,4,"Accueil irréprochable, jolie magasin.",fr,Positive,Positive,,,,,,
France,Coquelles,8/3/2019,5,OK,pt,,,,,,,,Positive
France,Coquelles,2/3/2019,1,Nul,ro,,,,,,,,Negative
France,Coquelles,12/2/2019,5,Comme toujours de bonne affaire... Même en période de solde toutes les tailles son disponibles,fr,,,Positive,,,Positive,,
France,Coquelles,1/2/2019,4,Très bon choix... Mais pas beaucoup de taille  xs...,fr,,,Neutral,,,,,
France,Coquelles,30-01-2019,5,"Super articles, produits",fr,,,Positive,,,,,
France,Coquelles,27-01-2019,5,Acceuil et conseil au top,fr,,Positive,,,,,,
France,Coquelles,12/1/2019,1,Sympa pendant les soldes pas assez de choix sur les soldes,fr,,,Negative,,,Negative,,Positive
France,Coquelles,11/1/2019,5,"La classe à prix abordable. J'ai acheté des bottines Boss. 14 ans après, elles n'ont pas bougé",fr,,,Positive,,,Positive,,
France,Coquelles,27-12-2018,4,Joli magasin plutôt bien tenu.,id,Positive,,,,,,,
France,Coquelles,22-12-2018,4,"Prix intéressants, des offres sympas. Mais le plus important: une équipe accueillante, mais surtout une conseillère extra qui connaît très bien ses produits!on vous la conseille! Elle se nomme Julie.",fr,,Positive,,,,Positive,,
France,Coquelles,18-12-2018,1,"Bonjour,
Je souhaite dire que je ne remets pas en cause l accueil du magasin qui est très agréable.
J ai acheté un costume et j ai découvert des trous de mite sur ce costume que j ai porté 2 fois.
Aujourd hui on me répond que l on peut rien faire pour ce costume et que le magasin n est pas responsable sachant que c est le seul produit qui a été attaqué dans le dressing.
En parlant avec les employés ils m ont fait part qu ils traitent régulièrement leurs stocks avec de la poudre à mite....( après je vous laisse juger)
Donc en conclusion accueil agreable mais vêtements  plutôt miteux.",fr,,Neutral,,,Negative,,,
